
Валовая прибыль предприятия %ВалютаОтчета%

Параметры:	Период: 01.01.2020 - 31.12.2020
	Показывать продажи: Кроме продаж между собственными юр. лицами
	Данные продаж: В валюте упр. учета без НДС
Отбор:	Склад Не в группе "Товары отгруж. без перехода прав.собст. "

Сегмент	Группа доступа	Клиент	Головное предприятие	Период, месяц	Выручка
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово		3 629 742,66
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово	Январь 2020 г.	107 164,74
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово	Февраль 2020 г.	118 126,75
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово	Март 2020 г.	370 755,96
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово	Апрель 2020 г.	331 214,22
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово	Май 2020 г.	544 089,30
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово	Июнь 2020 г.	560 517,78
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово	Июль 2020 г.	131 567,89
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово	Август 2020 г.	264 555,71
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово	Сентябрь 2020 г.	245 986,89
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово	Октябрь 2020 г.	147 406,11
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово	Ноябрь 2020 г.	161 803,22
Сибирский ФО	СФО Жучкова	САНТЕХРЕСУРС-М, ООО, Кемерово	Сантехресурс Компания, ООО, Кемерово	Декабрь 2020 г.	646 554,09
Сибирский ФО	СФО Жучкова	СантехЭлектроМонтаж, ООО, Чита			3 756 531,68
Сибирский ФО	СФО Жучкова	СантехЭлектроМонтаж, ООО, Чита		Январь 2020 г.	448 303,25
Сибирский ФО	СФО Жучкова	СантехЭлектроМонтаж, ООО, Чита		Февраль 2020 г.	766 067,50
Сибирский ФО	СФО Жучкова	СантехЭлектроМонтаж, ООО, Чита		Май 2020 г.	358 144,34
Сибирский ФО	СФО Жучкова	СантехЭлектроМонтаж, ООО, Чита		Июнь 2020 г.	229 005,14
Сибирский ФО	СФО Жучкова	СантехЭлектроМонтаж, ООО, Чита		Июль 2020 г.	316 956,33
Сибирский ФО	СФО Жучкова	СантехЭлектроМонтаж, ООО, Чита		Август 2020 г.	349 863,70
Сибирский ФО	СФО Жучкова	СантехЭлектроМонтаж, ООО, Чита		Сентябрь 2020 г.	359 115,05
Сибирский ФО	СФО Жучкова	СантехЭлектроМонтаж, ООО, Чита		Ноябрь 2020 г.	615 001,25
Сибирский ФО	СФО Жучкова	СантехЭлектроМонтаж, ООО, Чита		Декабрь 2020 г.	314 075,12
Сибирский ФО	СФО Жучкова	СГК, ООО, Новосибирск			151 937,84
Сибирский ФО	СФО Жучкова	СГК, ООО, Новосибирск		Январь 2020 г.	131 615,02
Сибирский ФО	СФО Жучкова	СГК, ООО, Новосибирск		Май 2020 г.	6 226,02
Сибирский ФО	СФО Жучкова	СГК, ООО, Новосибирск		Декабрь 2020 г.	14 096,80
Сибирский ФО	СФО Жучкова	Сервистехнолоджи, ООО, Москва	Строй Гарант, ООО, Иркутск		158 581,33
Сибирский ФО	СФО Жучкова	Сервистехнолоджи, ООО, Москва	Строй Гарант, ООО, Иркутск	Июнь 2020 г.	63 519,69
Сибирский ФО	СФО Жучкова	Сервистехнолоджи, ООО, Москва	Строй Гарант, ООО, Иркутск	Июль 2020 г.	56 528,76
Сибирский ФО	СФО Жучкова	Сервистехнолоджи, ООО, Москва	Строй Гарант, ООО, Иркутск	Октябрь 2020 г.	38 532,88
Сибирский ФО	СФО Жучкова	СИБИРЬ-АКВА, ООО, Братск	Аква-Плюс, ООО, Братск		383 553,51
Сибирский ФО	СФО Жучкова	СИБИРЬ-АКВА, ООО, Братск	Аква-Плюс, ООО, Братск	Март 2020 г.	109 718,21
Сибирский ФО	СФО Жучкова	СИБИРЬ-АКВА, ООО, Братск	Аква-Плюс, ООО, Братск	Июнь 2020 г.	61 248,72
Сибирский ФО	СФО Жучкова	СИБИРЬ-АКВА, ООО, Братск	Аква-Плюс, ООО, Братск	Июль 2020 г.	25 288,73
Сибирский ФО	СФО Жучкова	СИБИРЬ-АКВА, ООО, Братск	Аква-Плюс, ООО, Братск	Сентябрь 2020 г.	86 158,34
Сибирский ФО	СФО Жучкова	СИБИРЬ-АКВА, ООО, Братск	Аква-Плюс, ООО, Братск	Октябрь 2020 г.	26 046,16
Сибирский ФО	СФО Жучкова	СИБИРЬ-АКВА, ООО, Братск	Аква-Плюс, ООО, Братск	Декабрь 2020 г.	75 093,35
Сибирский ФО	СФО Жучкова	Сибресурс, ООО, Красноярск			209 568,79
Сибирский ФО	СФО Жучкова	Сибресурс, ООО, Красноярск		Апрель 2020 г.	59 611,37
Сибирский ФО	СФО Жучкова	Сибресурс, ООО, Красноярск		Май 2020 г.	36 821,01
Сибирский ФО	СФО Жучкова	Сибресурс, ООО, Красноярск		Июнь 2020 г.	64 168,14
Сибирский ФО	СФО Жучкова	Сибресурс, ООО, Красноярск		Июль 2020 г.	13 515,40
Сибирский ФО	СФО Жучкова	Сибресурс, ООО, Красноярск		Сентябрь 2020 г.	35 452,87
Сибирский ФО	СФО Жучкова	Энергокомфорт, ООО, Томск			95 832,62
Сибирский ФО	СФО Жучкова	Энергокомфорт, ООО, Томск		Июнь 2020 г.	38 990,18
Сибирский ФО	СФО Жучкова	Энергокомфорт, ООО, Томск		Июль 2020 г.	13 481,67
Сибирский ФО	СФО Жучкова	Энергокомфорт, ООО, Томск		Октябрь 2020 г.	24 653,10
Сибирский ФО	СФО Жучкова	Энергокомфорт, ООО, Томск		Декабрь 2020 г.	18 707,67
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск			3 837 992,14
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск		Январь 2020 г.	118 734,02
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск		Февраль 2020 г.	105 545,31
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск		Март 2020 г.	210 857,13
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск		Апрель 2020 г.	181 652,49
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск		Май 2020 г.	308 052,27
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск		Июнь 2020 г.	531 981,49
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск		Июль 2020 г.	365 968,74
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск		Август 2020 г.	387 489,93
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск		Сентябрь 2020 г.	833 669,13
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск		Октябрь 2020 г.	258 821,87
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск		Ноябрь 2020 г.	276 001,76
Сибирский ФО	СФО Жучкова	Энергоснаб, ООО, Новоалтайск		Декабрь 2020 г.	259 218,00
Сибирский ФО	СФО Жучкова	Энкор, ООО, Новосибирск	Меркурий Импорт, ООО, Новосибирск		29 261,09
Сибирский ФО	СФО Жучкова	Энкор, ООО, Новосибирск	Меркурий Импорт, ООО, Новосибирск	Август 2020 г.	218 934,61
Сибирский ФО	СФО Жучкова	Энкор, ООО, Новосибирск	Меркурий Импорт, ООО, Новосибирск	Сентябрь 2020 г.	-189 673,52
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск			3 058 715,85
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск		Январь 2020 г.	141 092,17
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск		Февраль 2020 г.	125 581,57
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск		Март 2020 г.	337 235,47
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск		Апрель 2020 г.	436 846,83
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск		Май 2020 г.	676 771,03
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск		Июнь 2020 г.	597 888,01
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск		Июль 2020 г.	98 903,95
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск		Август 2020 г.	207 862,47
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск		Сентябрь 2020 г.	197 031,22
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск		Октябрь 2020 г.	98 342,41
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск		Ноябрь 2020 г.	61 276,09
Сибирский ФО	СФО Копылова	Аксиома, ООО, Красноярск		Декабрь 2020 г.	79 884,63
Сибирский ФО	СФО Копылова	Аркада-Строй Проект, ООО, Санкт-Петербург	Андромеда, ООО, Новосибирск		71 552,67
Сибирский ФО	СФО Копылова	Аркада-Строй Проект, ООО, Санкт-Петербург	Андромеда, ООО, Новосибирск	Сентябрь 2020 г.	71 552,67
Сибирский ФО	СФО Копылова	Аркада-Строй, ООО, Новосибирск	Андромеда, ООО, Новосибирск		264 640,60
Сибирский ФО	СФО Копылова	Аркада-Строй, ООО, Новосибирск	Андромеда, ООО, Новосибирск	Июнь 2020 г.	78 476,39
Сибирский ФО	СФО Копылова	Аркада-Строй, ООО, Новосибирск	Андромеда, ООО, Новосибирск	Июль 2020 г.	89 726,80
Сибирский ФО	СФО Копылова	Аркада-Строй, ООО, Новосибирск	Андромеда, ООО, Новосибирск	Октябрь 2020 г.	65 594,81
Сибирский ФО	СФО Копылова	Аркада-Строй, ООО, Новосибирск	Андромеда, ООО, Новосибирск	Ноябрь 2020 г.	30 842,60
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск		288 576,21
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск	Январь 2020 г.	10 305,53
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск	Февраль 2020 г.	2 727,17
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск	Март 2020 г.	8 273,89
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск	Апрель 2020 г.	10 430,24
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск	Май 2020 г.	45 501,83
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск	Июнь 2020 г.	7 476,95
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск	Июль 2020 г.	86 165,53
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск	Август 2020 г.	3 842,97
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск	Сентябрь 2020 г.	56 165,79
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск	Октябрь 2020 г.	33 185,32
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск	Ноябрь 2020 г.	9 219,60
Сибирский ФО	СФО Копылова	Арт Сэш Сибирь, ООО ТК, Новосибирск	Арт Сэш Сибирь, ООО, Новосибирск	Декабрь 2020 г.	15 281,39
Сибирский ФО	СФО Копылова	Барнаулторгснаб, ООО, Барнаул	БарнаулТорг, ООО, Барнаул (не использовать)		68 435,22
Сибирский ФО	СФО Копылова	Барнаулторгснаб, ООО, Барнаул	БарнаулТорг, ООО, Барнаул (не использовать)	Январь 2020 г.	26 273,34
Сибирский ФО	СФО Копылова	Барнаулторгснаб, ООО, Барнаул	БарнаулТорг, ООО, Барнаул (не использовать)	Апрель 2020 г.	42 161,88
Сибирский ФО	СФО Копылова	ВДС, ООО, Новосибирск			2 035 921,42
Сибирский ФО	СФО Копылова	ВДС, ООО, Новосибирск		Январь 2020 г.	64 188,31
Сибирский ФО	СФО Копылова	ВДС, ООО, Новосибирск		Март 2020 г.	297 123,44
Сибирский ФО	СФО Копылова	ВДС, ООО, Новосибирск		Апрель 2020 г.	62 282,64
Сибирский ФО	СФО Копылова	ВДС, ООО, Новосибирск		Май 2020 г.	64 338,92
Сибирский ФО	СФО Копылова	ВДС, ООО, Новосибирск		Июнь 2020 г.	242 155,27
Сибирский ФО	СФО Копылова	ВДС, ООО, Новосибирск		Июль 2020 г.	276 238,87
Сибирский ФО	СФО Копылова	ВДС, ООО, Новосибирск		Август 2020 г.	114 697,28
Сибирский ФО	СФО Копылова	ВДС, ООО, Новосибирск		Сентябрь 2020 г.	516 548,21
Сибирский ФО	СФО Копылова	ВДС, ООО, Новосибирск		Ноябрь 2020 г.	8 542,13
Сибирский ФО	СФО Копылова	ВДС, ООО, Новосибирск		Декабрь 2020 г.	389 806,35
Сибирский ФО	СФО Копылова	Гандыбин ВБ, ИП, Томск			218 272,85
Сибирский ФО	СФО Копылова	Гандыбин ВБ, ИП, Томск		Июнь 2020 г.	218 272,85
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск			4 783 957,30
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск		Январь 2020 г.	631 025,79
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск		Февраль 2020 г.	136 877,23
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск		Март 2020 г.	94 974,97
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск		Апрель 2020 г.	196 581,23
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск		Май 2020 г.	349 260,02
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск		Июнь 2020 г.	712 757,81
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск		Июль 2020 г.	501 892,14
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск		Август 2020 г.	440 432,39
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск		Сентябрь 2020 г.	711 486,14
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск		Октябрь 2020 г.	154 015,30
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск		Ноябрь 2020 г.	529 280,09
Сибирский ФО	СФО Копылова	Лидер, ООО, Красноярск		Декабрь 2020 г.	325 374,19
Сибирский ФО	СФО Копылова	Лягаев НЮ, ИП, Новосибирск			12 405,60
Сибирский ФО	СФО Копылова	Лягаев НЮ, ИП, Новосибирск		Июнь 2020 г.	11 074,81
Сибирский ФО	СФО Копылова	Лягаев НЮ, ИП, Новосибирск		Декабрь 2020 г.	1 330,79
Сибирский ФО	СФО Копылова	Мима ЛA, ИП, Норильск	Мима ЮВ, ИП, Красноярск		9 341,60
Сибирский ФО	СФО Копылова	Мима ЛA, ИП, Норильск	Мима ЮВ, ИП, Красноярск	Январь 2020 г.	9 341,60
Сибирский ФО	СФО Копылова	Мима ЮВ, ИП, Красноярск			2 789 012,73
Сибирский ФО	СФО Копылова	Мима ЮВ, ИП, Красноярск		Январь 2020 г.	1 114 504,61
Сибирский ФО	СФО Копылова	Мима ЮВ, ИП, Красноярск		Март 2020 г.	102 172,80
Сибирский ФО	СФО Копылова	Мима ЮВ, ИП, Красноярск		Июнь 2020 г.	378 744,47
Сибирский ФО	СФО Копылова	Мима ЮВ, ИП, Красноярск		Сентябрь 2020 г.	734 444,62
Сибирский ФО	СФО Копылова	Мима ЮВ, ИП, Красноярск		Ноябрь 2020 г.	146 081,59
Сибирский ФО	СФО Копылова	Мима ЮВ, ИП, Красноярск		Декабрь 2020 г.	313 064,64
Сибирский ФО	СФО Копылова	НСС-ГРУПП, ООО, Новосибирск	Шумских Вячеслав Юрьевич		6 139,90
Сибирский ФО	СФО Копылова	НСС-ГРУПП, ООО, Новосибирск	Шумских Вячеслав Юрьевич	Июнь 2020 г.	6 139,90
Сибирский ФО	СФО Копылова	Омис, ООО, Новосибирск	СтройЛогистик, ООО, Новосибирск		2 300 569,56
Сибирский ФО	СФО Копылова	Омис, ООО, Новосибирск	СтройЛогистик, ООО, Новосибирск	Январь 2020 г.	162 661,32
Сибирский ФО	СФО Копылова	Омис, ООО, Новосибирск	СтройЛогистик, ООО, Новосибирск	Февраль 2020 г.	158 787,35
Сибирский ФО	СФО Копылова	Омис, ООО, Новосибирск	СтройЛогистик, ООО, Новосибирск	Март 2020 г.	109 562,01
Сибирский ФО	СФО Копылова	Омис, ООО, Новосибирск	СтройЛогистик, ООО, Новосибирск	Апрель 2020 г.	342 835,32
Сибирский ФО	СФО Копылова	Омис, ООО, Новосибирск	СтройЛогистик, ООО, Новосибирск	Май 2020 г.	245 747,70
Сибирский ФО	СФО Копылова	Омис, ООО, Новосибирск	СтройЛогистик, ООО, Новосибирск	Июнь 2020 г.	205 820,94
Сибирский ФО	СФО Копылова	Омис, ООО, Новосибирск	СтройЛогистик, ООО, Новосибирск	Июль 2020 г.	396 519,15
Сибирский ФО	СФО Копылова	Омис, ООО, Новосибирск	СтройЛогистик, ООО, Новосибирск	Сентябрь 2020 г.	453 121,14
Сибирский ФО	СФО Копылова	Омис, ООО, Новосибирск	СтройЛогистик, ООО, Новосибирск	Октябрь 2020 г.	225 514,63
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул		2 897 780,08
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Январь 2020 г.	170 348,56
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Февраль 2020 г.	80 031,43
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Март 2020 г.	189 095,22
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Апрель 2020 г.	230 222,20
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Май 2020 г.	375 653,84
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Июнь 2020 г.	386 856,24
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Июль 2020 г.	470 972,41
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Август 2020 г.	259 291,95
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Сентябрь 2020 г.	130 413,32
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Октябрь 2020 г.	71 553,47
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Ноябрь 2020 г.	263 434,31
Сибирский ФО	СФО Копылова	Прасолов СИ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Декабрь 2020 г.	269 907,13
Сибирский ФО	СФО Копылова	Прасолова ТВ, ИП, Барнаул	Апекс-сст, ООО, Барнаул		968 116,98
Сибирский ФО	СФО Копылова	Прасолова ТВ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Январь 2020 г.	94 136,20
Сибирский ФО	СФО Копылова	Прасолова ТВ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Февраль 2020 г.	90 775,03
Сибирский ФО	СФО Копылова	Прасолова ТВ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Март 2020 г.	31 785,89
Сибирский ФО	СФО Копылова	Прасолова ТВ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Апрель 2020 г.	134 491,01
Сибирский ФО	СФО Копылова	Прасолова ТВ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Июнь 2020 г.	12 590,35
Сибирский ФО	СФО Копылова	Прасолова ТВ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Июль 2020 г.	166 233,65
Сибирский ФО	СФО Копылова	Прасолова ТВ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Август 2020 г.	102 734,94
Сибирский ФО	СФО Копылова	Прасолова ТВ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Сентябрь 2020 г.	107 064,70
Сибирский ФО	СФО Копылова	Прасолова ТВ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Октябрь 2020 г.	46 491,51
Сибирский ФО	СФО Копылова	Прасолова ТВ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Ноябрь 2020 г.	100 815,34
Сибирский ФО	СФО Копылова	Прасолова ТВ, ИП, Барнаул	Апекс-сст, ООО, Барнаул	Декабрь 2020 г.	80 998,36
Сибирский ФО	СФО Копылова	РемСтройИнтерьер, ООО, Чита	Андромеда, ООО, Новосибирск		764 641,62
Сибирский ФО	СФО Копылова	РемСтройИнтерьер, ООО, Чита	Андромеда, ООО, Новосибирск	Февраль 2020 г.	181 435,63
Сибирский ФО	СФО Копылова	РемСтройИнтерьер, ООО, Чита	Андромеда, ООО, Новосибирск	Март 2020 г.	128 781,79
Сибирский ФО	СФО Копылова	РемСтройИнтерьер, ООО, Чита	Андромеда, ООО, Новосибирск	Апрель 2020 г.	95 210,39
Сибирский ФО	СФО Копылова	РемСтройИнтерьер, ООО, Чита	Андромеда, ООО, Новосибирск	Июнь 2020 г.	54 896,34
Сибирский ФО	СФО Копылова	РемСтройИнтерьер, ООО, Чита	Андромеда, ООО, Новосибирск	Октябрь 2020 г.	122 948,25
Сибирский ФО	СФО Копылова	РемСтройИнтерьер, ООО, Чита	Андромеда, ООО, Новосибирск	Декабрь 2020 г.	181 369,22
Сибирский ФО	СФО Копылова	СИБПРОМКОМПЛЕКТ, ООО, Томск	Сибкомплект, ООО, Томск		204 659,36
Сибирский ФО	СФО Копылова	СИБПРОМКОМПЛЕКТ, ООО, Томск	Сибкомплект, ООО, Томск	Январь 2020 г.	17 962,87
Сибирский ФО	СФО Копылова	СИБПРОМКОМПЛЕКТ, ООО, Томск	Сибкомплект, ООО, Томск	Февраль 2020 г.	12 300,11
Сибирский ФО	СФО Копылова	СИБПРОМКОМПЛЕКТ, ООО, Томск	Сибкомплект, ООО, Томск	Март 2020 г.	17 574,53
Сибирский ФО	СФО Копылова	СИБПРОМКОМПЛЕКТ, ООО, Томск	Сибкомплект, ООО, Томск	Июнь 2020 г.	25 760,21
Сибирский ФО	СФО Копылова	СИБПРОМКОМПЛЕКТ, ООО, Томск	Сибкомплект, ООО, Томск	Июль 2020 г.	9 412,00
Сибирский ФО	СФО Копылова	СИБПРОМКОМПЛЕКТ, ООО, Томск	Сибкомплект, ООО, Томск	Август 2020 г.	18 662,75
Сибирский ФО	СФО Копылова	СИБПРОМКОМПЛЕКТ, ООО, Томск	Сибкомплект, ООО, Томск	Сентябрь 2020 г.	12 769,45
Сибирский ФО	СФО Копылова	СИБПРОМКОМПЛЕКТ, ООО, Томск	Сибкомплект, ООО, Томск	Ноябрь 2020 г.	23 026,46
Сибирский ФО	СФО Копылова	СИБПРОМКОМПЛЕКТ, ООО, Томск	Сибкомплект, ООО, Томск	Декабрь 2020 г.	67 190,98
Сибирский ФО	СФО Копылова	СК-ТРИУМФ, ООО, Новосибирск	Андромеда, ООО, Новосибирск		99 995,15
Сибирский ФО	СФО Копылова	СК-ТРИУМФ, ООО, Новосибирск	Андромеда, ООО, Новосибирск	Май 2020 г.	99 995,15
Сибирский ФО	СФО Копылова	Сметанин АВ, ИП, Барнаул	ТМК Контур, ООО, Барнаул		33 906,55
Сибирский ФО	СФО Копылова	Сметанин АВ, ИП, Барнаул	ТМК Контур, ООО, Барнаул	Август 2020 г.	19 850,85
Сибирский ФО	СФО Копылова	Сметанин АВ, ИП, Барнаул	ТМК Контур, ООО, Барнаул	Октябрь 2020 г.	14 055,70
Сибирский ФО	СФО Копылова	Табашников ЮВ, ИП, Барнаул	БарнаулТорг, ООО, Барнаул (не использовать)		240 580,95
Сибирский ФО	СФО Копылова	Табашников ЮВ, ИП, Барнаул	БарнаулТорг, ООО, Барнаул (не использовать)	Июнь 2020 г.	70 440,37
Сибирский ФО	СФО Копылова	Табашников ЮВ, ИП, Барнаул	БарнаулТорг, ООО, Барнаул (не использовать)	Июль 2020 г.	30 298,98
Сибирский ФО	СФО Копылова	Табашников ЮВ, ИП, Барнаул	БарнаулТорг, ООО, Барнаул (не использовать)	Август 2020 г.	74 313,76
Сибирский ФО	СФО Копылова	Табашников ЮВ, ИП, Барнаул	БарнаулТорг, ООО, Барнаул (не использовать)	Ноябрь 2020 г.	65 527,84
Сибирский ФО	СФО Копылова	Таран ОВ, ИП, Томск			42 950,75
Сибирский ФО	СФО Копылова	Таран ОВ, ИП, Томск		Март 2020 г.	42 950,75
Сибирский ФО	СФО Копылова	Тепловоз, ООО, Новосибирск			427 586,72
Сибирский ФО	СФО Копылова	Тепловоз, ООО, Новосибирск		Март 2020 г.	20 737,92
Сибирский ФО	СФО Копылова	Тепловоз, ООО, Новосибирск		Апрель 2020 г.	182 412,08
Сибирский ФО	СФО Копылова	Тепловоз, ООО, Новосибирск		Май 2020 г.	31 904,40
Сибирский ФО	СФО Копылова	Тепловоз, ООО, Новосибирск		Июль 2020 г.	156 245,38
Сибирский ФО	СФО Копылова	Тепловоз, ООО, Новосибирск		Октябрь 2020 г.	36 286,94
Сибирский ФО	СФО Копылова	ТК УНИВЕРСАЛ-НОВОСИБИРСК, ООО, Новосибирск	Шершнев ВГ, ИП, Новосибирск		76 444,17
Сибирский ФО	СФО Копылова	ТК УНИВЕРСАЛ-НОВОСИБИРСК, ООО, Новосибирск	Шершнев ВГ, ИП, Новосибирск	Октябрь 2020 г.	44 444,32
Сибирский ФО	СФО Копылова	ТК УНИВЕРСАЛ-НОВОСИБИРСК, ООО, Новосибирск	Шершнев ВГ, ИП, Новосибирск	Декабрь 2020 г.	31 999,85
Сибирский ФО	СФО Копылова	Топаз ,ООО, Новосибирск	Андромеда, ООО, Новосибирск		657,59
Сибирский ФО	СФО Копылова	Топаз ,ООО, Новосибирск	Андромеда, ООО, Новосибирск	Февраль 2020 г.	657,59
Сибирский ФО	СФО Копылова	Хозкомплект ПКФ, ООО, Красноярск	Хозкомплект Оптовая Фирма, ООО, Красноярск (не использовать)		13 486 016,77
